Date,Ticker,Name,Price,Dividend
2016-09-26 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,41.23222732543945,0.0
2016-09-27 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,41.23684310913086,0.0
2016-09-28 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,41.255306243896484,0.0
2016-09-29 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,41.17835998535156,0.0
2016-09-30 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,41.20913314819336,0.0
2016-10-03 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,41.169105529785156,0.018
2016-10-04 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,41.081329345703125,0.0
2016-10-05 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.9050178527832,0.0
2016-10-06 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.894996643066406,0.0
2016-10-07 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.91501998901367,0.0
2016-10-10 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.8149299621582,0.0
2016-10-11 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.86111831665039,0.0
2016-10-12 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.73100280761719,0.0
2016-10-13 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.82801818847656,0.0
2016-10-14 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.71405029296875,0.0
2016-10-17 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.74562454223633,0.0
2016-10-18 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.822635650634766,0.0
2016-10-19 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.822635650634766,0.0
2016-10-20 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.97661209106445,0.0
2016-10-21 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.92271423339844,0.0
2016-10-24 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.79180908203125,0.0
2016-10-25 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.776432037353516,0.0
2016-10-26 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.660945892333984,0.0
2016-10-27 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.5223388671875,0.0
2016-10-28 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.49153518676758,0.0
2016-10-31 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.59933090209961,0.0
2016-11-01 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.65094757080078,0.017
2016-11-02 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.73180389404297,0.0
2016-11-03 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.68174362182617,0.0
2016-11-04 00:00:00-04:00,IAGG,Bloomberg Global Aggregate,40.72794723510742,0.0
2016-11-07 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.69715118408203,0.0
2016-11-08 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.620121002197266,0.0
2016-11-09 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.40448760986328,0.0
2016-11-10 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.281246185302734,0.0
2016-11-11 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.150325775146484,0.0
2016-11-14 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.06558609008789,0.0
2016-11-15 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.150325775146484,0.0
2016-11-16 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.150325775146484,0.0
2016-11-17 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.10411071777344,0.0
2016-11-18 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,39.934661865234375,0.0
2016-11-21 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.05942916870117,0.0
2016-11-22 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.18882369995117,0.0
2016-11-23 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.06945037841797,0.0
2016-11-25 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.1118049621582,0.0
2016-11-28 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.150325775146484,0.0
2016-11-29 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.219627380371094,0.0
2016-11-30 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.134910583496094,0.0
2016-12-01 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,39.94464111328125,0.224
2016-12-02 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.15347671508789,0.0
2016-12-05 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.03359603881836,0.0
2016-12-06 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.037445068359375,0.0
2016-12-07 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.06065368652344,0.0
2016-12-08 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,39.92915344238281,0.0
2016-12-09 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,39.890480041503906,0.0
2016-12-12 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,39.898216247558594,0.0
2016-12-13 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.01423645019531,0.0
2016-12-14 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,39.960086822509766,0.0
2016-12-15 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,39.898216247558594,0.0
2016-12-16 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.07612609863281,0.0
2016-12-19 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.18363952636719,0.0
2016-12-20 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.15347671508789,0.0
2016-12-21 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.223106384277344,0.0
2016-12-22 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.21532440185547,0.31
2016-12-23 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.17641067504883,0.0
2016-12-27 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.26200485229492,0.0
2016-12-28 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.355384826660156,0.0
2016-12-29 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.394287109375,0.0
2016-12-30 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.370948791503906,0.0
2017-01-03 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.25810623168945,0.0
2017-01-04 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.10637283325195,0.0
2017-01-05 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.200531005859375,0.0
2017-01-06 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.04410934448242,0.0
2017-01-09 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.20675277709961,0.0
2017-01-10 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.14604187011719,0.0
2017-01-11 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.21532440185547,0.0
2017-01-12 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.22309875488281,0.0
2017-01-13 00:00:00-05:00,IAGG,Bloomberg Global Aggregate,40.08302688598633,0.0
